,year,weekNumber,month,distance,total_elevation_gain,elapsed_time,pr_count,average_speed,average_watts,average_temp,count
260,2017,43,10.0,74.97128651336234,1775.585196,20580.0,7.0,12.691758434285715,82.94,46.849999999999994,7.0
261,2018,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2019,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,2020,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,2015,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2016,44,10.0,111.67849596022373,5939.614632,24562.0,10.0,17.840938664,176.8,0.0,5.0
266,2017,44,10.0,59.9769422001243,4103.662163999999,13846.0,2.0,16.477300040000003,195.0,32.0,2.0
267,2018,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2019,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,2020,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,2015,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,2016,45,10.0,29.35649471721566,1096.781469,6947.0,4.0,16.686826753333335,146.96666666666667,0.0,3.0
272,2017,45,10.0,76.7908638906153,5470.4559420000005,19211.0,10.0,13.823543553333336,207.36666666666665,41.00000000000001,3.0
273,2018,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,2019,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,2020,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,2015,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,2016,46,10.0,19.630640149160968,638.4495179999999,4264.0,5.0,17.205051186666665,142.0,0.0,3.0
